image1,image2,similarity
glasses_9,glasses_2,851.307817419763
glasses_9,glasses_3,512.0
glasses_9,glasses_4,409.0
glasses_9,glasses_5,665.230787020565
glasses_9,glasses_6,53.4602656184946
glasses_9,glasses_7,353.012747645181
glasses_9,glasses_8,372.699610946939
glasses_10,glasses_1,827.058039075856
glasses_10,glasses_2,606.139422905325
glasses_10,glasses_3,57.706152185014
glasses_10,glasses_4,628.764661856883
glasses_10,glasses_5,616.825745247392
glasses_10,glasses_6,514.015563966695
glasses_10,glasses_7,596.607073374093
glasses_10,glasses_8,808.035271507377
glasses_10,glasses_9,524.108767337468
glasses_11,glasses_1,180.177690072883
glasses_11,glasses_2,950.116834920843
glasses_11,glasses_3,793.690745819806
glasses_11,glasses_4,370.591419220683
glasses_11,glasses_5,697.83450760191
glasses_11,glasses_6,291.33657511545
glasses_11,glasses_7,336.602139030637
glasses_11,glasses_8,116.275534829989
glasses_11,glasses_9,307.234438173848
glasses_11,glasses_10,793.705864914705
glasses_12,glasses_1,553.404011550332
glasses_12,glasses_2,306.414751603117
glasses_12,glasses_3,589.956778077852
glasses_12,glasses_4,284.9175319281
glasses_12,glasses_5,82.0060973342836
glasses_12,glasses_6,540.315648487067
glasses_12,glasses_7,310.736222542529
glasses_12,glasses_8,579.613664435199
glasses_12,glasses_9,590.824000866586
glasses_12,glasses_10,543.434448668834
glasses_12,glasses_11,647.283554557043
glasses_13,glasses_1,97.8008179924892
glasses_13,glasses_2,853.562534323057
glasses_13,glasses_3,904.588304147251
glasses_13,glasses_4,286.504799261723
glasses_13,glasses_5,573.679352949015
glasses_13,glasses_6,474.318458422187
glasses_13,glasses_7,298.077171215778
glasses_13,glasses_8,160.290361531815
glasses_13,glasses_9,513.100380042736
glasses_13,glasses_10,887.36125676074
glasses_13,glasses_11,274.657969117956
glasses_13,glasses_12,553.249491640074
glasses_14,glasses_1,265.668966949473
glasses_14,glasses_2,650.066150480088
glasses_14,glasses_3,584.829034846937
glasses_14,glasses_4,121.037184369102
glasses_14,glasses_5,412.656031096118
glasses_14,glasses_6,235.034040087814
glasses_14,glasses_7,65.0
glasses_14,glasses_8,262.76224995231
glasses_14,glasses_9,288.015624576168
glasses_14,glasses_10,567.17281317073
glasses_14,glasses_11,302.317713672223
glasses_14,glasses_12,352.210164532485
glasses_14,glasses_13,320.257708728455
glasses_15,glasses_1,127.035428129321
glasses_15,glasses_2,913.161541021084
glasses_15,glasses_3,794.88930046894
glasses_15,glasses_4,327.340801001036
glasses_15,glasses_5,655.305272373113
glasses_15,glasses_6,303.764711577892
glasses_15,glasses_7,298.303536687046
glasses_15,glasses_8,63.0713881248859
glasses_15,glasses_9,327.9649371503
glasses_15,glasses_10,790.969658077982
glasses_15,glasses_11,54.1294744108974
glasses_15,glasses_12,608.356803200227
glasses_15,glasses_13,223.026904206645
glasses_15,glasses_14,271.974263488294
glasses_16,glasses_1,843.960307123504
glasses_16,glasses_2,70.6045324324154
glasses_16,glasses_3,719.306610563256
glasses_16,glasses_4,580.672885538838
glasses_16,glasses_5,257.390753524675
glasses_16,glasses_6,823.293386345354
glasses_16,glasses_7,610.0
glasses_16,glasses_8,875.157700074678
glasses_16,glasses_9,870.65607446339
glasses_16,glasses_10,662.679409669563
glasses_16,glasses_11,946.600760616639
glasses_16,glasses_12,299.541316015003
glasses_16,glasses_13,830.40833329152
glasses_16,glasses_14,651.079872212312
glasses_16,glasses_15,906.755204010432
glasses_2,glasses_1,286.775173262959
glasses_3,glasses_1,384.948048442904
glasses_3,glasses_2,654.725133166583
glasses_4,glasses_1,96.0208310732624
glasses_4,glasses_2,337.668476467674
glasses_4,glasses_3,317.056777249754
glasses_5,glasses_1,170.46993869888
glasses_5,glasses_2,456.179789118282
glasses_5,glasses_3,229.008733457919
glasses_5,glasses_4,144.22205101856
glasses_6,glasses_1,308.520663813625
glasses_6,glasses_2,546.978061717287
glasses_6,glasses_3,144.013888219158
glasses_6,glasses_4,220.19309707618
glasses_6,glasses_5,204.560504496836
glasses_7,glasses_1,107.154094648781
glasses_7,glasses_2,225.01999911119
glasses_7,glasses_3,430.930388810072
glasses_7,glasses_4,115.004347743901
glasses_7,glasses_5,249.467432744236
glasses_7,glasses_6,323.037149566424
glasses_8,glasses_1,226.525936704829
glasses_8,glasses_2,183.133830845095
glasses_8,glasses_3,520.612139697107
glasses_8,glasses_4,221.183182000802
glasses_8,glasses_5,363.727920292078
glasses_8,glasses_6,394.716353854258
glasses_8,glasses_7,120.415945787923
glasses_9,glasses_1,250.912335288642
glasses_9,glasses_2,512.153297363202
glasses_9,glasses_3,143.422452914458
glasses_9,glasses_4,174.828487381205
glasses_9,glasses_5,126.88971589534
glasses_9,glasses_6,78.4474346298207
glasses_9,glasses_7,287.800277970679
glasses_9,glasses_8,378.556468707114
glasses_10,glasses_1,530.947266684743
glasses_10,glasses_2,788.538521570126
glasses_10,glasses_3,153.707514455215
glasses_10,glasses_4,454.093602685614
glasses_10,glasses_5,381.776112400973
glasses_10,glasses_6,244.200737099625
glasses_10,glasses_7,563.585840844143
glasses_10,glasses_8,638.780870095528
glasses_10,glasses_9,280.834470818666
glasses_11,glasses_1,148.121571690284
glasses_11,glasses_2,157.136883003323
glasses_11,glasses_3,498.205780777381
glasses_11,glasses_4,181.394597493972
glasses_11,glasses_5,308.661627028693
glasses_11,glasses_6,390.590578483404
glasses_11,glasses_7,67.8969807870718
glasses_11,glasses_8,99.0050503762308
glasses_11,glasses_9,355.304095107276
glasses_11,glasses_10,631.478424017797
glasses_12,glasses_1,174.244081678547
glasses_12,glasses_2,429.968603504954
glasses_12,glasses_3,225.055548698538
glasses_12,glasses_4,92.655275079188
glasses_12,glasses_5,105.418214744891
glasses_12,glasses_6,134.766464671297
glasses_12,glasses_7,205.876176377938
glasses_12,glasses_8,301.365226925735
glasses_12,glasses_9,82.2192191643779
glasses_12,glasses_10,361.84527079955
glasses_12,glasses_11,273.212371608608
glasses_13,glasses_1,275.974636515749
glasses_13,glasses_2,231.486500686325
glasses_13,glasses_3,529.702746830711
glasses_13,glasses_4,252.051582022411
glasses_13,glasses_5,396.214588323045
glasses_13,glasses_6,395.409913886842
glasses_13,glasses_7,169.068033643264
glasses_13,glasses_8,62.7694193059009
glasses_13,glasses_9,391.695034433678
glasses_13,glasses_10,636.547720127879
glasses_13,glasses_11,160.704698126719
glasses_13,glasses_12,320.632188028588
glasses_14,glasses_1,46.5295604965274
glasses_14,glasses_2,301.68360910066
glasses_14,glasses_3,356.519284190912
glasses_14,glasses_4,50.8035431835222
glasses_14,glasses_5,158.660013866128
glasses_14,glasses_6,268.838241327383
glasses_14,glasses_7,92.1357693840997
glasses_14,glasses_8,210.857771969638
glasses_14,glasses_9,217.412051183921
glasses_14,glasses_10,498.196748283246
glasses_14,glasses_11,150.283066245003
glasses_14,glasses_12,137.010948467632
glasses_14,glasses_13,252.77064703007
glasses_15,glasses_1,328.173734476116
glasses_15,glasses_2,604.914870043711
glasses_15,glasses_3,65.7343137181792
glasses_15,glasses_4,269.046464388588
glasses_15,glasses_5,166.138496441975
glasses_15,glasses_6,143.125818774951
glasses_15,glasses_7,384.046872139326
glasses_15,glasses_8,482.037342951768
glasses_15,glasses_9,106.79419459877
glasses_15,glasses_10,219.173447296884
glasses_15,glasses_11,450.015555286703
glasses_15,glasses_12,180.867354710572
glasses_15,glasses_13,497.855400693816
glasses_15,glasses_14,303.804213269007
glasses_16,glasses_1,239.820766406915
glasses_16,glasses_2,48.6004115208915
glasses_16,glasses_3,606.139422905325
glasses_16,glasses_4,289.084762656215
glasses_16,glasses_5,408.511933730216
glasses_16,glasses_6,499.272470701119
glasses_16,glasses_7,176.78235206038
glasses_16,glasses_8,148.216058509191
glasses_16,glasses_9,463.621612956083
glasses_16,glasses_10,740.368151665102
glasses_16,glasses_11,108.894444302728
glasses_16,glasses_12,381.424959854491
glasses_16,glasses_13,203.420746237939
glasses_16,glasses_14,253.308112779674
glasses_16,glasses_15,556.366785493167
glasses_2,glasses_1,852.028755383291
glasses_3,glasses_1,472.076265025049
glasses_3,glasses_2,707.81706676231
glasses_4,glasses_1,149.405488520335
glasses_4,glasses_2,703.01137970875
glasses_4,glasses_3,417.720001915158
glasses_5,glasses_1,415.010843231837
glasses_5,glasses_2,437.018306252724
glasses_5,glasses_3,420.29751367335
glasses_5,glasses_4,266.120273560659
glasses_6,glasses_1,172.539850469392
glasses_6,glasses_2,892.921609101269
glasses_6,glasses_3,362.604467705515
glasses_6,glasses_4,250.415654462735
glasses_6,glasses_5,471.296085279732
glasses_7,glasses_1,276.001811588258
glasses_7,glasses_2,576.05555287663
glasses_7,glasses_3,389.128513475947
glasses_7,glasses_4,127.565669362881
glasses_7,glasses_5,139.057542046449
glasses_7,glasses_6,343.949124144836
glasses_8,glasses_1,18.4390889145858
glasses_8,glasses_2,864.255170652742
glasses_8,glasses_3,467.610949401316
glasses_8,glasses_4,162.92943257742
glasses_8,glasses_5,427.338273502386
glasses_8,glasses_6,157.384878562078
glasses_8,glasses_7,288.293253476386
glasses_9,glasses_1,208.504196600452
glasses_9,glasses_2,902.73196464953
glasses_9,glasses_3,343.758636255149
glasses_9,glasses_4,278.926513619627
glasses_9,glasses_5,487.544869729956
glasses_9,glasses_6,36.0555127546399
glasses_9,glasses_7,364.742374834622
glasses_9,glasses_8,193.437328352105
glasses_10,glasses_1,344.489477342923
glasses_10,glasses_2,950.76600696491
glasses_10,glasses_3,301.68360910066
glasses_10,glasses_4,397.588983750808
glasses_10,glasses_5,565.265424380441
glasses_10,glasses_6,172.235304162648
glasses_10,glasses_7,460.247759364454
glasses_10,glasses_8,329.607342151233
glasses_10,glasses_9,136.180027904242
glasses_11,glasses_1,5.09901951359278
glasses_11,glasses_2,847.021251209201
glasses_11,glasses_3,470.108498115063
glasses_11,glasses_4,144.346804606129
glasses_11,glasses_5,410.004878019762
glasses_11,glasses_6,174.264167286336
glasses_11,glasses_7,271.007379973314
glasses_11,glasses_8,22.6715680975093
glasses_11,glasses_9,210.152325706855
glasses_11,glasses_10,345.98410368108
glasses_12,glasses_1,418.121991767953
glasses_12,glasses_2,440.832167610305
glasses_12,glasses_3,370.299878476891
glasses_12,glasses_4,273.130005674953
glasses_12,glasses_5,54.0
glasses_12,glasses_6,454.14094728399
glasses_12,glasses_7,147.719328457721
glasses_12,glasses_8,428.600046663553
glasses_12,glasses_9,466.836159696311
glasses_12,glasses_10,533.922278988244
glasses_12,glasses_11,413.284405706288
glasses_13,glasses_1,116.726175299288
glasses_13,glasses_2,880.493043697677
glasses_13,glasses_3,396.763153531172
glasses_13,glasses_4,210.800853888214
glasses_13,glasses_5,450.720534255984
glasses_13,glasses_6,56.0802995712398
glasses_13,glasses_7,317.193946978816
glasses_13,glasses_8,101.316336293808
glasses_13,glasses_9,92.1357693840997
glasses_13,glasses_10,228.315571085285
glasses_13,glasses_11,118.663389467856
glasses_13,glasses_12,439.682840238279
glasses_14,glasses_1,517.0415844011
glasses_14,glasses_2,642.271749339795
glasses_14,glasses_3,78.1024967590665
glasses_14,glasses_4,442.305324408377
glasses_14,glasses_5,395.426352182047
glasses_14,glasses_6,425.339864108691
glasses_14,glasses_7,390.959077142353
glasses_14,glasses_8,514.898048160993
glasses_14,glasses_9,410.124371380195
glasses_14,glasses_10,378.450789403325
glasses_14,glasses_11,514.480320323334
glasses_14,glasses_12,342.441235834705
glasses_14,glasses_13,453.80282061706
glasses_15,glasses_1,149.482440440341
glasses_15,glasses_2,886.653258043977
glasses_15,glasses_3,375.410442049765
glasses_15,glasses_4,232.768124965597
glasses_15,glasses_5,461.407628892284
glasses_15,glasses_6,23.0867927612304
glasses_15,glasses_7,331.387990126377
glasses_15,glasses_8,134.301898720755
glasses_15,glasses_9,59.1354377678901
glasses_15,glasses_10,195.310009984128
glasses_15,glasses_11,151.251446274077
glasses_15,glasses_12,446.659825818262
glasses_15,glasses_13,33.0151480384384
glasses_15,glasses_14,435.739601138111
glasses_16,glasses_1,855.070757306084
glasses_16,glasses_2,18.2482875908947
glasses_16,glasses_3,700.401313533891
glasses_16,glasses_4,706.342693032214
glasses_16,glasses_5,440.222670929156
glasses_16,glasses_6,892.459522891655
glasses_16,glasses_7,579.086349346969
glasses_16,glasses_8,867.005190295883
glasses_16,glasses_9,901.563087088197
glasses_16,glasses_10,947.097143908691
glasses_16,glasses_11,850.084701662134
glasses_16,glasses_12,441.81444068749
glasses_16,glasses_13,881.158896000035
glasses_16,glasses_14,633.834363221181
glasses_16,glasses_15,886.648182764731
vacuum_2,vacuum_1,247.735746310459
vacuum_3,vacuum_1,211.603402619145
vacuum_3,vacuum_2,330.189339621981
vacuum_4,vacuum_1,308.358557526786
vacuum_4,vacuum_2,529.635723870662
vacuum_4,vacuum_3,461.624306119164
vacuum_5,vacuum_1,278.152835685707
vacuum_5,vacuum_2,396.042926966257
vacuum_5,vacuum_3,71.1969100453102
vacuum_5,vacuum_4,503.400437028018
vacuum_6,vacuum_1,219.965906449159
vacuum_6,vacuum_2,106.920531236989
vacuum_6,vacuum_3,368.245841795939
vacuum_6,vacuum_4,456.826006264967
vacuum_6,vacuum_5,438.84621452167
vacuum_7,vacuum_1,60.605280298007
vacuum_7,vacuum_2,252.30140705117
vacuum_7,vacuum_3,272.200293901384
vacuum_7,vacuum_4,279.94642344563
vacuum_7,vacuum_5,338.576431548329
vacuum_7,vacuum_6,198.635344286962
vacuum_8,vacuum_1,534.719552662889
vacuum_8,vacuum_2,727.462713821128
vacuum_8,vacuum_3,700.646130368248
vacuum_8,vacuum_4,239.207023308263
vacuum_8,vacuum_5,742.196739416174
vacuum_8,vacuum_6,637.377439199098
vacuum_8,vacuum_7,494.556366858218
vacuum_9,vacuum_1,289.830985231048
vacuum_9,vacuum_2,307.240947791794
vacuum_9,vacuum_3,123.878973195615
vacuum_9,vacuum_4,572.839419034689
vacuum_9,vacuum_5,139.51702405083
vacuum_9,vacuum_6,378.112417146012
vacuum_9,vacuum_7,346.273013675626
vacuum_9,vacuum_8,810.030246348863
vacuum_10,vacuum_1,259.514932133008
vacuum_10,vacuum_2,498.639148082057
vacuum_10,vacuum_3,264.007575648882
vacuum_10,vacuum_4,273.753538789912
vacuum_10,vacuum_5,274.563289607333
vacuum_10,vacuum_6,479.129418842133
vacuum_10,vacuum_7,289.338901636126
vacuum_10,vacuum_8,498.362317997659
vacuum_10,vacuum_9,387.827281144584
vacuum_11,vacuum_1,295.665351368739
vacuum_11,vacuum_2,531.752762099079
vacuum_11,vacuum_3,423.860826215398
vacuum_11,vacuum_4,63.6003144646314
vacuum_11,vacuum_5,459.335389448712
vacuum_11,vacuum_6,469.490148991435
vacuum_11,vacuum_7,279.508497187474
vacuum_11,vacuum_8,286.008741125162
vacuum_11,vacuum_9,540.259197052674
vacuum_11,vacuum_10,215.132517300384
vacuum_12,vacuum_1,538.49141125927
vacuum_12,vacuum_2,703.420215802759
vacuum_12,vacuum_3,723.508811280139
vacuum_12,vacuum_4,276.8284667443
vacuum_12,vacuum_5,772.379440430673
vacuum_12,vacuum_6,605.897681131064
vacuum_12,vacuum_7,490.199959200325
vacuum_12,vacuum_8,101.400197238467
vacuum_12,vacuum_9,824.376734266561
vacuum_12,vacuum_10,549.728114616671
vacuum_12,vacuum_11,334.964177189144
vacuum_13,vacuum_1,209.84756372186
vacuum_13,vacuum_2,251.286688863537
vacuum_13,vacuum_3,93.2308961664533
vacuum_13,vacuum_4,500.85227362966
vacuum_13,vacuum_5,148.00337833982
vacuum_13,vacuum_6,308.137956117061
vacuum_13,vacuum_7,265.414769747277
vacuum_13,vacuum_8,735.981657380128
vacuum_13,vacuum_9,81.1541742610939
vacuum_13,vacuum_10,341.713330146777
vacuum_13,vacuum_11,472.70498199194
vacuum_13,vacuum_12,746.662574393548
vacuum_14,vacuum_1,270.739727413618
vacuum_14,vacuum_2,374.364795353409
vacuum_14,vacuum_3,482.066385469885
vacuum_14,vacuum_4,255.876923539424
vacuum_14,vacuum_5,546.850070860378
vacuum_14,vacuum_6,273.380686955023
vacuum_14,vacuum_7,210.430511095706
vacuum_14,vacuum_8,375.202611931207
vacuum_14,vacuum_9,553.32630517625
vacuum_14,vacuum_10,431.230796673892
vacuum_14,vacuum_11,300.043330204156
vacuum_14,vacuum_12,333.510119786492
vacuum_14,vacuum_13,472.177932563562
vacuum_15,vacuum_1,315.298271482734
vacuum_15,vacuum_2,451.220566907139
vacuum_15,vacuum_3,521.023032120462
vacuum_15,vacuum_4,205.119477378429
vacuum_15,vacuum_5,581.11100488633
vacuum_15,vacuum_6,352.919254221132
vacuum_15,vacuum_7,258.565272223476
vacuum_15,vacuum_8,293.465500527745
vacuum_15,vacuum_9,604.580019517681
vacuum_15,vacuum_10,426.287461696916
vacuum_15,vacuum_11,259.924989179571
vacuum_15,vacuum_12,252.98221281347
vacuum_15,vacuum_13,523.894073262907
vacuum_15,vacuum_14,82.1522975941635
vacuum_16,vacuum_1,362.640317670278
vacuum_16,vacuum_2,424.736388834298
vacuum_16,vacuum_3,574.125421837424
vacuum_16,vacuum_4,330.122704460023
vacuum_16,vacuum_5,640.488095127458
vacuum_16,vacuum_6,318.190194694934
vacuum_16,vacuum_7,302.05463082032
vacuum_16,vacuum_8,393.249284805453
vacuum_16,vacuum_9,637.471567993428
vacuum_16,vacuum_10,528.015151297763
vacuum_16,vacuum_11,382.102080601506
vacuum_16,vacuum_12,327.9649371503
vacuum_16,vacuum_13,556.747698693044
vacuum_16,vacuum_14,98.1835016690686
vacuum_16,vacuum_15,126.019839707881
vacuum_2,vacuum_1,233.445925216098
vacuum_3,vacuum_1,333.839781931393
vacuum_3,vacuum_2,141.031911282518
vacuum_4,vacuum_1,283.804510182626
vacuum_4,vacuum_2,67.0671305484289
vacuum_4,vacuum_3,75.6042326857432
vacuum_5,vacuum_1,183.847763108502
vacuum_5,vacuum_2,51.9711458407451
vacuum_5,vacuum_3,183.730781307869
vacuum_5,vacuum_4,114.73883387938
vacuum_6,vacuum_1,117.183616602322
vacuum_6,vacuum_2,350.618025777341
vacuum_6,vacuum_3,444.991011145169
vacuum_6,vacuum_4,399.500938672239
vacuum_6,vacuum_5,300.911947253678
vacuum_7,vacuum_1,488.860920917187
vacuum_7,vacuum_2,619.409396118593
vacuum_7,vacuum_3,758.937415074524
vacuum_7,vacuum_4,686.476510887299
vacuum_7,vacuum_5,575.538877922248
vacuum_7,vacuum_6,457.450543774953
vacuum_8,vacuum_1,400.362335890878
vacuum_8,vacuum_2,234.241328548145
vacuum_8,vacuum_3,95.4620343382645
vacuum_8,vacuum_4,170.66048165876
vacuum_8,vacuum_5,272.415124396572
vacuum_8,vacuum_6,503.438178925675
vacuum_8,vacuum_7,847.221930783192
vacuum_9,vacuum_1,317.193946978816
vacuum_9,vacuum_2,505.099000196991
vacuum_9,vacuum_3,632.949445058608
vacuum_9,vacuum_4,568.957819174673
vacuum_9,vacuum_5,454.440315112997
vacuum_9,vacuum_6,255.123499505632
vacuum_9,vacuum_7,216.178167260249
vacuum_9,vacuum_8,710.375956800341
vacuum_10,vacuum_1,212.508823346232
vacuum_10,vacuum_2,444.770727454045
vacuum_10,vacuum_3,543.467570329638
vacuum_10,vacuum_4,496.271095269511
vacuum_10,vacuum_5,393.954312071844
vacuum_10,vacuum_6,98.7319603775799
vacuum_10,vacuum_7,418.527179523624
vacuum_10,vacuum_8,601.905308167323
vacuum_10,vacuum_9,203.066491573573
vacuum_11,vacuum_1,550.563347853814
vacuum_11,vacuum_2,411.534931688672
vacuum_11,vacuum_3,273.673162732483
vacuum_11,vacuum_4,348.862437072265
vacuum_11,vacuum_5,446.542271235322
vacuum_11,vacuum_6,640.178100218994
vacuum_11,vacuum_7,1017.14551564661
vacuum_11,vacuum_8,178.241409330155
vacuum_11,vacuum_9,867.107836430971
vacuum_11,vacuum_10,735.527021937332
vacuum_12,vacuum_1,370.267470890976
vacuum_12,vacuum_2,526.179627123666
vacuum_12,vacuum_3,661.74390816992
vacuum_12,vacuum_4,592.551263605099
vacuum_12,vacuum_5,478.533175443459
vacuum_12,vacuum_6,330.65087327875
vacuum_12,vacuum_7,127.424487442563
vacuum_12,vacuum_8,745.678214781684
vacuum_12,vacuum_9,93.6482781475452
vacuum_12,vacuum_10,292.496153820866
vacuum_12,vacuum_11,910.491076287956
vacuum_13,vacuum_1,282.573884143599
vacuum_13,vacuum_2,498.474673378698
vacuum_13,vacuum_3,614.235296934326
vacuum_13,vacuum_4,557.570623329458
vacuum_13,vacuum_5,446.515397270912
vacuum_13,vacuum_6,192.010416384112
vacuum_13,vacuum_7,311.584659442663
vacuum_13,vacuum_8,682.907021489749
vacuum_13,vacuum_9,97.0154626850792
vacuum_13,vacuum_10,116.0
vacuum_13,vacuum_11,828.47812282522
vacuum_13,vacuum_12,190.646269305224
vacuum_14,vacuum_1,102.95630140987
vacuum_14,vacuum_2,130.648383074572
vacuum_14,vacuum_3,238.102918923729
vacuum_14,vacuum_4,182.222391598837
vacuum_14,vacuum_5,82.4621125123532
vacuum_14,vacuum_6,220.045449850707
vacuum_14,vacuum_7,541.447135000269
vacuum_14,vacuum_8,314.085975490788
vacuum_14,vacuum_9,396.590468871858
vacuum_14,vacuum_10,315.087289492928
vacuum_14,vacuum_11,477.032493652162
vacuum_14,vacuum_12,433.619649001288
vacuum_14,vacuum_13,376.765178858132
vacuum_15,vacuum_1,471.189982915596
vacuum_15,vacuum_2,315.62794553081
vacuum_15,vacuum_3,176.388775153069
vacuum_15,vacuum_4,251.85908758669
vacuum_15,vacuum_5,353.004249266209
vacuum_15,vacuum_6,568.689722080503
vacuum_15,vacuum_7,926.807962848831
vacuum_15,vacuum_8,81.4002456998749
vacuum_15,vacuum_9,784.866867691585
vacuum_15,vacuum_10,666.192164469082
vacuum_15,vacuum_11,97.8365984690801
vacuum_15,vacuum_12,823.384478843268
vacuum_15,vacuum_13,752.672571574121
vacuum_15,vacuum_14,390.225575789184
vacuum_16,vacuum_1,633.801230670942
vacuum_16,vacuum_2,499.916993109856
vacuum_16,vacuum_3,361.636557886506
vacuum_16,vacuum_4,436.986269807187
vacuum_16,vacuum_5,534.804637227465
vacuum_16,vacuum_6,719.124467668845
vacuum_16,vacuum_7,1104.31743624739
vacuum_16,vacuum_8,266.326866838477
vacuum_16,vacuum_9,950.900625722793
vacuum_16,vacuum_10,812.856690936354
vacuum_16,vacuum_11,88.4081444212014
vacuum_16,vacuum_12,996.450701239153
vacuum_16,vacuum_13,909.056653900075
vacuum_16,vacuum_14,563.489130329947
vacuum_16,vacuum_15,185.310550158376
vacuum_2,vacuum_1,346.953887425981
vacuum_3,vacuum_1,349.044409781907
vacuum_3,vacuum_2,379.722266926763
vacuum_4,vacuum_1,384.662189459791
vacuum_4,vacuum_2,490.917508345343
vacuum_4,vacuum_3,120.004166594331
vacuum_5,vacuum_1,173.046236595888
vacuum_5,vacuum_2,292.109568484156
vacuum_5,vacuum_3,180.080537538069
vacuum_5,vacuum_4,243.261176516106
vacuum_6,vacuum_1,128.062484748657
vacuum_6,vacuum_2,459.461641489254
vacuum_6,vacuum_3,351.693047983607
vacuum_6,vacuum_4,345.098536652939
vacuum_6,vacuum_5,214.44113411377
vacuum_7,vacuum_1,425.329284202252
vacuum_7,vacuum_2,685.059121536236
vacuum_7,vacuum_3,384.610192272644
vacuum_7,vacuum_4,283.467811223779
vacuum_7,vacuum_5,393.001272262572
vacuum_7,vacuum_6,310.394909752077
vacuum_8,vacuum_1,513.922173096277
vacuum_8,vacuum_2,695.845528835244
vacuum_8,vacuum_3,334.0
vacuum_8,vacuum_4,214.002336435844
vacuum_8,vacuum_5,421.170986655064
vacuum_8,vacuum_6,424.815253963414
vacuum_8,vacuum_7,174.232603148779
vacuum_9,vacuum_1,251.097590589794
vacuum_9,vacuum_2,574.007839667717
vacuum_9,vacuum_3,396.164107410048
vacuum_9,vacuum_4,350.463978177501
vacuum_9,vacuum_5,304.271260555446
vacuum_9,vacuum_6,123.036579926459
vacuum_9,vacuum_7,215.10230124292
vacuum_9,vacuum_8,362.714763967501
vacuum_10,vacuum_1,307.247457271822
vacuum_10,vacuum_2,545.00091743042
vacuum_10,vacuum_3,262.230814360174
vacuum_10,vacuum_4,186.488605550044
vacuum_10,vacuum_5,253.096819418973
vacuum_10,vacuum_6,213.581366228424
vacuum_10,vacuum_7,140.228385143665
vacuum_10,vacuum_8,211.463944917331
vacuum_10,vacuum_9,173.011560307397
vacuum_11,vacuum_1,440.959181784437
vacuum_11,vacuum_2,599.206141490556
vacuum_11,vacuum_3,236.103790736193
vacuum_11,vacuum_4,116.275534829989
vacuum_11,vacuum_5,330.684139323313
vacuum_11,vacuum_6,368.70177650779
vacuum_11,vacuum_7,198.338095180931
vacuum_11,vacuum_8,98.2496819333274
vacuum_11,vacuum_9,333.444148246749
vacuum_11,vacuum_10,162.388423232692
vacuum_12,vacuum_1,412.0
vacuum_12,vacuum_2,730.770141699837
vacuum_12,vacuum_3,503.65861453965
vacuum_12,vacuum_4,425.352794748077
vacuum_12,vacuum_5,450.538566606678
vacuum_12,vacuum_6,284.028167617228
vacuum_12,vacuum_7,173.530977061734
vacuum_12,vacuum_8,347.476617918386
vacuum_12,vacuum_9,161.152102065099
vacuum_12,vacuum_10,242.835335155327
vacuum_12,vacuum_11,363.071618279369
vacuum_13,vacuum_1,210.430511095706
vacuum_13,vacuum_2,405.00123456602
vacuum_13,vacuum_3,177.552809045647
vacuum_13,vacuum_4,176.459627110566
vacuum_13,vacuum_5,113.216606555752
vacuum_13,vacuum_6,177.02259742756
vacuum_13,vacuum_7,280.114262400186
vacuum_13,vacuum_8,317.800251730549
vacuum_13,vacuum_9,223.814655462952
vacuum_13,vacuum_10,140.0
vacuum_13,vacuum_11,234.968082938939
vacuum_13,vacuum_12,352.432972350772
vacuum_14,vacuum_1,217.800367309149
vacuum_14,vacuum_2,155.724115023974
vacuum_14,vacuum_3,259.555389079094
vacuum_14,vacuum_4,356.384623686264
vacuum_14,vacuum_5,137.17871555019
vacuum_14,vacuum_6,314.014330883162
vacuum_14,vacuum_7,530.033961176074
vacuum_14,vacuum_8,551.217742820385
vacuum_14,vacuum_9,423.018912106776
vacuum_14,vacuum_10,390.251201151258
vacuum_14,vacuum_11,457.009846721053
vacuum_14,vacuum_12,577.37769267612
vacuum_14,vacuum_13,250.391693152948
vacuum_15,vacuum_1,379.938152861752
vacuum_15,vacuum_2,229.455878111675
vacuum_15,vacuum_3,189.095214111833
vacuum_15,vacuum_4,309.040450426801
vacuum_15,vacuum_5,226.631860072674
vacuum_15,vacuum_6,441.072556389536
vacuum_15,vacuum_7,561.626210214587
vacuum_15,vacuum_8,523.034415693652
vacuum_15,vacuum_9,523.699341225478
vacuum_15,vacuum_10,428.074759825898
vacuum_15,vacuum_11,425.198777044337
vacuum_15,vacuum_12,657.213055256817
vacuum_15,vacuum_13,305.103261208398
vacuum_15,vacuum_14,186.010752377383
vacuum_16,vacuum_1,354.266848576042
vacuum_16,vacuum_2,300.672579394929
vacuum_16,vacuum_3,94.1328847959097
vacuum_16,vacuum_4,214.037379912949
vacuum_16,vacuum_5,183.357574154983
vacuum_16,vacuum_6,389.082253514601
vacuum_16,vacuum_7,472.239346094753
vacuum_16,vacuum_8,428.029204611087
vacuum_16,vacuum_9,455.781746014471
vacuum_16,vacuum_10,342.709789763876
vacuum_16,vacuum_11,330.218109739608
vacuum_16,vacuum_12,578.619909785344
vacuum_16,vacuum_13,232.142197801261
vacuum_16,vacuum_14,207.060377667964
vacuum_16,vacuum_15,95.005263012109
vacuum_2,vacuum_1,445.112345369121
vacuum_3,vacuum_1,325.262970533075
vacuum_3,vacuum_2,269.742469774413
vacuum_4,vacuum_1,335.37590849672
vacuum_4,vacuum_2,122.196562963121
